UWI,FECHA,ACEITE,GAS,AGUA
RK301,01/07/1996,18638,11704,0
BR312,01/07/1996,59620,52630,0
ON369,01/07/1996,27003,29581,319
TR331,01/07/1996,26102,22936,0
DS773,01/07/1996,18127,18439,0
BR819,01/07/1996,26990,17962,1310
AB388,01/07/1996,20417,17195,112
AB590,01/07/1996,81770,67167,0
RK345,01/07/1996,87239,73531,5326
TF611,01/07/1996,23168,23499,0
ON804,01/07/1996,53308,61556,46
TF335,01/07/1996,69927,66059,0
TF267,01/07/1996,23587,14336,0
RK114,01/07/1996,43680,28899,0
RK345,01/07/1996,49224,36526,1577
YP821,01/07/1996,46698,35725,1071
TR387,01/07/1996,73458,52497,0
TF267,01/07/1996,29849,22087,4111
ON231,01/07/1996,44002,42728,0
YP181,01/07/1996,81040,67674,11150
TF740,01/07/1996,59824,50793,1094
YP220,01/07/1996,58798,52979,0
BR819,01/07/1996,32367,19624,0
CC479,01/07/1996,45123,43757,0
TF149,01/07/1996,97972,78828,0
TF359,01/07/1996,39874,23166,1744
BR710,01/07/1996,9765,6807,1884
YP412,01/07/1996,27873,29152,0
YP471,01/07/1996,39017,41431,30
ON820,01/07/1996,48722,42294,51
YP714,01/07/1996,71965,81293,171
BR264,01/07/1996,30681,33476,0
ON231,01/07/1996,33584,35893,0
ON506,01/07/1996,22269,13064,260
CC653,01/07/1996,40916,39327,0
AB344,01/07/1996,32521,24823,0
RK153,01/07/1996,17618,16467,0
CC310,01/07/1996,42468,25445,14683
DS234,01/07/1996,54457,46525,144
CC504,01/07/1996,85249,48834,2601
DS698,01/07/1996,17139,6207,129
TR455,01/07/1996,37069,33540,4233
RK301,01/07/1996,15324,10179,0
TR382,01/07/1996,141423,118026,290
BR254,01/07/1996,45448,59586,28
BR704,01/07/1996,36433,44056,1977
TF695,01/07/1996,25984,21272,112
RK153,01/07/1996,12118,10563,0
CC479,01/07/1996,57646,50240,374
YP181,01/07/1996,52093,51710,5603
AB735,01/07/1996,63786,37414,3524
TF359,01/07/1996,31221,32366,6320
AB460,01/07/1996,67162,49812,2
CC782,01/07/1996,31910,29737,1492
CC495,01/07/1996,66281,49752,0
DS652,01/07/1996,56680,45019,0
AB560,01/07/1996,22871,21676,0
BR219,01/07/1996,63625,70374,0
TF172,01/07/1996,77422,49836,578
ON369,01/07/1996,32037,29168,270
TR400,01/07/1996,41853,27515,683
TR382,01/07/1996,116578,80119,0
ON804,01/07/1996,70806,56352,0
TR336,01/07/1996,63326,45745,0
DS773,01/07/1996,19512,13369,0
TR843,01/07/1996,35141,24108,961
YP676,01/07/1996,66050,46937,77
ON120,01/07/1996,124299,106933,0
ON397,01/07/1996,43833,39330,0
DS241,01/07/1996,83790,73808,0
TR336,01/07/1996,99811,74668,65
BR430,01/07/1996,18592,9876,0
ON120,01/07/1996,97301,98492,0
BR836,01/07/1996,74416,70686,0
TF695,01/07/1996,25211,16654,0
TF740,01/07/1996,37531,44678,477
TR843,01/07/1996,27262,23258,682
TF143,01/07/1996,71272,61233,105
DS582,01/07/1996,48123,37370,0
ON575,01/07/1996,107059,75124,84
RK514,01/07/1996,85245,78399,0
RK113,01/07/1996,43127,36647,29
CC782,01/07/1996,51654,31340,401
RK539,01/07/1996,23980,29215,0
CC504,01/07/1996,111041,68071,7516
CC482,01/07/1996,30556,20382,5640
DS416,01/07/1996,46626,39631,352
AB388,01/07/1996,54897,34618,46
CC872,01/07/1996,76981,75067,0
DS698,01/07/1996,25194,23304,0
ON765,01/07/1996,75076,45639,0
TF359,01/08/1996,29617,31494,4958
TR455,01/08/1996,39070,40979,3494
CC310,01/08/1996,47195,29633,15788
DS241,01/08/1996,67067,54286,0
CC782,01/08/1996,45296,32087,366
DS652,01/08/1996,60706,35862,0
TF695,01/08/1996,34072,18792,0
CC464,01/08/1996,30902,25396,65
TF695,01/08/1996,24165,20536,0
TR387,01/08/1996,40267,43016,94
ON369,01/08/1996,24895,27957,385
AB560,01/08/1996,25418,19057,0
TR382,01/08/1996,116781,101833,0
YP821,01/08/1996,45537,36048,792
DS416,01/08/1996,76174,68346,974
DS378,01/08/1996,35998,20558,2723
TF172,01/08/1996,44485,43585,134
BR835,01/08/1996,24773,27959,0
AB344,01/08/1996,55317,42709,0
TR235,01/08/1996,63842,74261,0
TF850,01/08/1996,40709,37353,32
RK114,01/08/1996,38430,30490,0
TR382,01/08/1996,127817,124059,489
TR516,01/08/1996,31762,31383,15
TF335,01/08/1996,126145,91553,0
YP471,01/08/1996,36546,36460,92
AB460,01/08/1996,68562,57833,81
TR336,01/08/1996,54934,43908,0
TF407,01/08/1996,74779,58602,245
BR819,01/08/1996,26001,18355,1494
TF573,01/08/1996,32763,29645,134
CC479,01/08/1996,46059,49226,0
TF335,01/08/1996,110078,91054,0
CC482,01/08/1996,37512,23275,6346
AB735,01/08/1996,89565,52166,4499
ON120,01/08/1996,108796,87183,0
RK403,01/08/1996,50766,40758,0
DS698,01/08/1996,19408,22846,0
ON765,01/08/1996,67027,53272,0
YP647,01/08/1996,16067,12680,78
ON506,01/08/1996,24243,19208,0
ON820,01/08/1996,39356,38560,133
DS698,01/08/1996,19993,12684,221
ON316,01/08/1996,92516,73715,0
TF267,01/08/1996,19210,19798,3439
CC872,01/08/1996,54893,51533,28
DS773,01/08/1996,17709,17887,0
YP220,01/08/1996,64543,54475,0
DS652,01/08/1996,110549,76405,0
YP181,01/08/1996,44201,49791,5442
RK345,01/08/1996,63649,47827,4344
TR843,01/08/1996,47678,40626,2252
AB590,01/08/1996,81712,68223,907
BR264,01/08/1996,31504,29030,0
ON397,01/08/1996,39064,39109,0
RK113,01/08/1996,50288,41185,79
BR219,01/08/1996,58116,68688,0
DS582,01/08/1996,48402,29904,0
TF149,01/08/1996,86388,100008,6
DS241,01/08/1996,38210,41010,109
BR312,01/08/1996,54470,31799,174
ON727,01/08/1996,37776,32232,183
TF585,01/08/1996,113262,73958,11
ON575,01/08/1996,118570,105245,0
YP714,01/08/1996,88956,67661,141
DS234,01/08/1996,52777,33989,207
TR455,01/08/1996,44946,29502,2617
RK539,01/08/1996,39615,34854,0
TF149,01/08/1996,36245,46183,79
ON231,01/08/1996,24398,36211,0
BR836,01/08/1996,69039,74970,113
BR430,01/08/1996,18479,9304,0
BR772,01/08/1996,94941,78227,0
TR400,01/08/1996,14850,18194,2414
BR710,01/08/1996,10073,4884,0
RK539,01/08/1996,79194,79504,0
RK301,01/08/1996,15396,12426,0
RK514,01/08/1996,84909,92836,32
BR832,01/08/1996,37114,23203,64
RK345,01/08/1996,95826,67718,5295
TF143,01/08/1996,107910,79735,345
YP181,01/08/1996,71459,44376,14157
ON575,01/08/1996,66895,64910,0
CC479,01/08/1996,41859,39964,5562
CC891,01/08/1996,42489,33703,435
AB735,01/08/1996,65316,67041,3411
TF143,01/08/1996,75063,60338,1179
RK153,01/08/1996,9519,9190,0
CC504,01/08/1996,99002,66268,7399
TF611,01/08/1996,33461,26574,0
TF740,01/08/1996,39335,46140,543
ON804,01/08/1996,74272,52433,0
YP534,01/08/1996,19761,16879,22
ON804,01/08/1996,70954,49972,0
AB388,01/08/1996,26959,20244,30
CC310,01/08/1996,42640,36630,20096
YP412,01/08/1996,26863,16079,0
TF267,01/08/1996,19793,20472,0
BR704,01/08/1996,43357,29154,89
ON506,01/08/1996,37275,21621,0
DS773,01/08/1996,12386,13457,0
BR264,01/08/1996,29658,28062,19
ON120,01/08/1996,134363,80978,0
AB388,01/08/1996,30767,23388,0
DS378,01/08/1996,25847,22673,3039
BR772,01/08/1996,62320,46010,0
TF359,01/08/1996,35295,30119,1648
BR430,01/08/1996,9752,6080,0
ON397,01/08/1996,47993,49947,1560
CC504,01/08/1996,59945,44974,2346
TR791,01/08/1996,23562,27415,71
RK403,01/08/1996,100340,77631,479
RK153,01/08/1996,15021,12379,0
CC782,01/08/1996,33346,23720,1950
BR819,01/08/1996,29179,22302,0
CC653,01/08/1996,45247,33278,339
TR843,01/08/1996,29564,27293,567
ON369,01/08/1996,21751,26323,329
TR336,01/08/1996,118418,99098,7664
ON231,01/08/1996,30888,50987,0
YP676,01/08/1996,41768,36763,103
TF740,01/08/1996,55260,57327,786
BR254,01/08/1996,38453,45334,59
YP220,01/08/1996,100437,72689,0
RK301,01/08/1996,16661,12748,0
CC495,01/08/1996,84773,57186,0
YP821,01/08/1996,42681,25420,889
CC891,01/09/1996,45669,37540,22
RK114,01/09/1996,37838,44415,0
RK301,01/09/1996,24157,18667,0
TF695,01/09/1996,25472,24148,0
TR382,01/09/1996,79786,91046,0
RK153,01/09/1996,16643,8960,0
AB388,01/09/1996,19947,16491,25
AB560,01/09/1996,23603,14957,0
DS652,01/09/1996,81662,65136,0
CC872,01/09/1996,31958,16082,60
RK153,01/09/1996,8505,7587,0
DS234,01/09/1996,20996,13422,0
TR336,01/09/1996,109475,81214,8210
TR843,01/09/1996,21805,24790,693
TF740,01/09/1996,47573,55149,1141
DS582,01/09/1996,41844,28555,0
CC504,01/09/1996,70865,52879,2084
BR430,01/09/1996,17473,11677,0
ON120,01/09/1996,98685,86080,0
TF335,01/09/1996,101056,79234,0
AB344,01/09/1996,58256,52630,0
TR843,01/09/1996,46566,47730,2436
BR219,01/09/1996,82690,67194,98
DS241,01/09/1996,107505,92112,0
TF359,01/09/1996,37109,20747,1363
YP647,01/09/1996,39837,36494,402
BR772,01/09/1996,68316,54423,0
TF407,01/09/1996,80266,58959,314
BR710,01/09/1996,17301,6915,0
DS773,01/09/1996,20102,14224,0
CC310,01/09/1996,38177,32534,12910
BR835,01/09/1996,48791,34369,625
DS378,01/09/1996,37745,33507,6618
ON397,01/09/1996,71933,41985,1576
DS241,01/09/1996,53400,46879,122
CC495,01/09/1996,82180,62122,0
DS773,01/09/1996,19375,11619,0
RK539,01/09/1996,55340,49953,0
AB460,01/09/1996,70469,39839,459
BR264,01/09/1996,15277,11978,0
YP412,01/09/1996,18834,13332,0
ON575,01/09/1996,102775,121147,0
BR836,01/09/1996,43634,43833,263
BR312,01/09/1996,56177,40112,198
ON231,01/09/1996,31735,41124,0
BR832,01/09/1996,28732,14663,119
TF149,01/09/1996,74003,76019,29
BR704,01/09/1996,41593,33198,4256
AB735,01/09/1996,81951,54192,4372
BR819,01/09/1996,26850,23003,0
ON506,01/09/1996,29128,21117,0
DS698,01/09/1996,30131,22770,236
YP714,01/09/1996,35739,29549,72
CC310,01/09/1996,51318,29322,13413
TR336,01/09/1996,45051,29825,3038
TR791,01/09/1996,28606,30519,58
ON231,01/09/1996,36826,36086,0
TR455,01/09/1996,19378,19629,243
TR516,01/09/1996,29593,26211,59
YP181,01/09/1996,52778,62429,10731
RK514,01/09/1996,60018,58794,70
RK113,01/09/1996,24463,14548,232
ON369,01/09/1996,30485,27975,480
RK345,01/09/1996,57282,50742,3783
DS652,01/09/1996,53665,42635,0
AB735,01/09/1996,70998,61809,4231
TF149,01/09/1996,42189,39094,0
TF359,01/09/1996,27288,34434,5940
TF573,01/09/1996,65198,42540,5
TF143,01/09/1996,60381,47548,1047
AB590,01/09/1996,97434,60354,1216
CC782,01/09/1996,38656,17952,1909
RK403,01/09/1996,72426,53523,0
ON804,01/09/1996,70275,59554,390
TR400,01/09/1996,16936,17323,1720
RK403,01/09/1996,115703,73109,437
CC479,01/09/1996,48358,35462,5675
CC479,01/09/1996,37153,47970,0
YP181,01/09/1996,40058,38192,5585
TR235,01/09/1996,57223,37445,0
CC653,01/09/1996,34740,34597,180
TF267,01/09/1996,20004,19181,2491
BR430,01/09/1996,10722,6973,0
DS698,01/09/1996,26465,20814,0
TF172,01/09/1996,28649,32218,284
TR387,01/09/1996,18085,19815,94
YP467,01/09/1996,10340,7507,333
RK301,01/09/1996,18345,13659,0
ON804,01/09/1996,57321,43957,0
TF611,01/09/1996,25983,16272,76
BR254,01/09/1996,41179,30409,69
BR772,01/09/1996,73862,75805,0
ON120,01/09/1996,117018,85851,0
BR819,01/09/1996,27852,19110,0
YP821,01/09/1996,12457,12491,718
RK539,01/09/1996,22696,23363,0
RK345,01/09/1996,76871,54931,4959
YP821,01/09/1996,12257,9452,669
ON765,01/09/1996,77093,53813,0
YP471,01/09/1996,47984,40264,79
YP676,01/09/1996,38856,40032,104
YP220,01/09/1996,94591,68278,0
ON397,01/09/1996,33327,40038,0
TF585,01/09/1996,76984,91515,34
CC504,01/09/1996,96579,64988,68
YP220,01/09/1996,52583,54657,0
TR701,01/09/1996,5616,4234,52
DS378,01/09/1996,41976,24696,3616
CC464,01/09/1996,36183,27763,1391
TF850,01/09/1996,33354,33799,79
ON316,01/09/1996,82384,64423,262
ON506,01/09/1996,23676,15400,0
TF740,01/09/1996,53453,41498,762
BR264,01/09/1996,16707,8222,0
TR455,01/09/1996,16524,17554,56
ON369,01/09/1996,43559,29702,495
CC482,01/09/1996,6220,3338,1102
DS416,01/09/1996,55251,44467,546
YP534,01/09/1996,51986,29532,299
TR382,01/09/1996,104974,110990,456
TF143,01/09/1996,110323,86085,525
TF695,01/09/1996,24595,14872,0
TF267,01/09/1996,20509,16405,0
TF335,01/09/1996,111630,89357,2043
AB388,01/09/1996,32700,18757,753
CC398,01/09/1996,8234,8658,71
ON820,01/09/1996,56884,51455,246
ON727,01/09/1996,48277,41800,227
CC782,01/09/1996,34674,30042,433
ON575,01/09/1996,79010,53726,0
TF695,01/10/1996,31246,25389,0
TF850,01/10/1996,29206,38003,11
ON820,01/10/1996,50006,46228,253
TR336,01/10/1996,34354,39455,1632
AB388,01/10/1996,43036,26622,246
TF359,01/10/1996,41593,23103,1506
DS652,01/10/1996,62854,35251,0
YP412,01/10/1996,36208,25067,0
YP821,01/10/1996,17867,15120,834
RK153,01/10/1996,34842,23281,0
TR382,01/10/1996,106349,84874,1067
ON575,01/10/1996,134349,94253,0
ON727,01/10/1996,37119,26733,177
BR254,01/10/1996,38104,33495,52
CC479,01/10/1996,49722,49355,0
ON397,01/10/1996,76103,47298,1455
TF573,01/10/1996,47151,40992,82
BR704,01/10/1996,26389,23000,2721
TF143,01/10/1996,85504,87358,0
YP676,01/10/1996,33944,41075,91
TF143,01/10/1996,64407,50858,966
TR336,01/10/1996,124474,84953,10119
YP220,01/10/1996,80287,59450,0
CC310,01/10/1996,50431,40247,19973
RK345,01/10/1996,67831,57421,4052
CC872,01/10/1996,35662,33338,47
RK403,01/10/1996,75467,55549,0
ON765,01/10/1996,62177,50664,0
YP181,01/10/1996,63522,36446,6024
BR772,01/10/1996,106147,73751,0
CC495,01/10/1996,87098,65265,0
CC479,01/10/1996,40555,52349,4970
DS652,01/10/1996,91278,53381,0
RK114,01/10/1996,50112,31687,0
TR235,01/10/1996,56890,57891,106
ON804,01/10/1996,76290,75696,163
TF695,01/10/1996,25183,17135,0
ON397,01/10/1996,46844,34852,0
TR400,01/10/1996,23306,23583,3302
AB388,01/10/1996,25794,23411,549
YP534,01/10/1996,38085,27147,272
ON575,01/10/1996,64674,62247,0
DS582,01/10/1996,50343,27122,213
YP471,01/10/1996,44822,31535,100
TR382,01/10/1996,122101,86398,468
CC891,01/10/1996,44211,43976,616
AB344,01/10/1996,32597,29550,0
CC782,01/10/1996,30100,15320,1789
DS378,01/10/1996,38919,34960,6240
DS773,01/10/1996,34813,28478,0
DS234,01/10/1996,29004,22955,207
DS416,01/10/1996,71420,75473,612
AB735,01/10/1996,86205,50465,4694
ON120,01/10/1996,113442,82899,0
RK514,01/10/1996,57881,51176,31
BR836,01/10/1996,52131,42010,317
BR710,01/10/1996,16620,12696,4928
BR264,01/10/1996,21233,19248,0
ON506,01/10/1996,44998,26908,218
BR819,01/10/1996,37139,20540,0
ON369,01/10/1996,52230,32294,189
TF267,01/10/1996,27080,16820,0
DS773,01/10/1996,17464,23773,0
CC653,01/10/1996,29168,37104,3260
YP467,01/10/1996,39191,40529,368
RK301,01/10/1996,20042,13867,0
BR312,01/10/1996,41788,40869,497
DS241,01/10/1996,46594,41234,159
CC310,01/10/1996,34657,26955,17273
BR832,01/10/1996,45648,29161,0
RK301,01/10/1996,22860,25593,0
ON120,01/10/1996,111701,91076,0
AB460,01/10/1996,69383,49959,312
DS698,01/10/1996,38092,27758,0
TF359,01/10/1996,28929,34914,4960
TF585,01/10/1996,77754,94979,54
BR219,01/10/1996,77141,70349,3
TR455,01/10/1996,15917,15740,71
RK403,01/10/1996,123645,87304,483
TR843,01/10/1996,49495,38567,2538
ON231,01/10/1996,33665,32631,0
CC782,01/10/1996,28657,27643,1233
ON231,01/10/1996,42995,38289,0
TF407,01/10/1996,99037,79661,100
TR516,01/10/1996,46896,36028,269
TR843,01/10/1996,23627,26133,714
BR819,01/10/1996,34920,24850,0
ON804,01/10/1996,85068,51104,350
YP714,01/10/1996,37589,36129,48
BR430,01/10/1996,18929,11023,221
TF740,01/10/1996,48295,39910,787
BR264,01/10/1996,10091,15870,0
BR772,01/10/1996,53999,49667,0
AB735,01/10/1996,79650,57943,4399
CC398,01/10/1996,39812,44342,226
TF149,01/10/1996,100275,98609,22
CC504,01/10/1996,109030,77794,57
TR791,01/10/1996,42140,33900,153
TF335,01/10/1996,115441,68755,1503
TF335,01/10/1996,143762,109403,0
YP220,01/10/1996,65613,46067,0
TF172,01/10/1996,33195,33970,250
YP821,01/10/1996,9641,10668,593
TR455,01/10/1996,23532,21516,235
AB590,01/10/1996,80142,70048,2282
TR387,01/10/1996,36624,36113,168
TF740,01/10/1996,43182,53819,1048
DS698,01/10/1996,29187,19806,287
ON316,01/10/1996,94925,80018,282
DS378,01/10/1996,39821,27500,3360
TF267,01/10/1996,22829,14679,4021
CC504,01/10/1996,59748,54490,2396
ON369,01/10/1996,51533,41589,396
DS241,01/10/1996,83462,87134,0
BR430,01/10/1996,10016,5947,0
YP181,01/10/1996,77725,56206,13469
AB560,01/10/1996,39121,21836,0
TF611,01/10/1996,28843,26852,0
BR835,01/10/1996,48259,50719,240
RK345,01/10/1996,103893,70498,6725
TF149,01/10/1996,41702,42565,88
YP647,01/10/1996,36828,42540,175
CC464,01/10/1996,47627,37685,179
TR701,01/10/1996,29186,30047,278
TR331,01/10/1996,34884,24756,0
ON506,01/10/1996,37367,30632,0
RK153,01/10/1996,24123,15788,0
TF695,01/11/1996,34616,19734,0
TR382,01/11/1996,54640,46116,261
TF585,01/11/1996,55964,54839,23
DS378,01/11/1996,39007,35804,5191
CC504,01/11/1996,50453,51646,28
BR312,01/11/1996,19298,22910,184
BR772,01/11/1996,79570,64879,0
CC310,01/11/1996,50276,39738,15629
BR704,01/11/1996,13874,9811,1466
TR235,01/11/1996,43709,41481,137
YP181,01/11/1996,26893,23706,344
ON575,01/11/1996,72329,62857,0
YP647,01/11/1996,19530,24148,74
TF143,01/11/1996,54654,44006,0
CC504,01/11/1996,42976,24751,1335
YP220,01/11/1996,74525,49311,0
DS652,01/11/1996,61246,45799,0
TR455,01/11/1996,10408,10034,32
YP676,01/11/1996,23870,22963,56
ON120,01/11/1996,106556,96938,0
DS773,01/11/1996,11932,8555,0
ON727,01/11/1996,21785,23627,124
CC310,01/11/1996,43943,34275,15035
RK345,01/11/1996,49439,43282,3254
TF695,01/11/1996,27530,15586,0
TF850,01/11/1996,18760,17272,0
RK153,01/11/1996,64179,39363,0
DS698,01/11/1996,18662,16677,0
CC849,01/11/1996,27621,28304,446
TF740,01/11/1996,35046,28342,805
BR219,01/11/1996,40265,30310,2
TF359,01/11/1996,24738,13997,7338
TF407,01/11/1996,39337,34091,7
RK301,01/11/1996,20443,12602,0
TR336,01/11/1996,134286,82402,7672
TR701,01/11/1996,19629,19032,170
YP714,01/11/1996,14723,19841,38
CC782,01/11/1996,7815,5996,392
ON804,01/11/1996,54090,46042,130
BR835,01/11/1996,23953,24456,142
DS234,01/11/1996,23362,15045,160
BR836,01/11/1996,22452,16651,188
DS582,01/11/1996,23413,15218,129
ON316,01/11/1996,44433,39617,163
CC872,01/11/1996,15679,10218,0
ON369,01/11/1996,31413,23183,0
TF359,01/11/1996,18896,16519,3071
RK403,01/11/1996,49037,28628,0
CC464,01/11/1996,31192,22470,126
TF149,01/11/1996,50377,43160,0
TF143,01/11/1996,39091,33297,585
CC891,01/11/1996,24903,26194,409
TR387,01/11/1996,22088,19565,98
RK114,01/11/1996,20493,18112,0
RK345,01/11/1996,25652,26556,2244
YP471,01/11/1996,20630,28659,15
RK361,01/11/1996,14995,11418,288
DS378,01/11/1996,34708,31237,3322
ON506,01/11/1996,40622,35339,338
ON575,01/11/1996,42172,39002,0
BR819,01/11/1996,36891,22585,0
TF573,01/11/1996,20333,21072,183
CC495,01/11/1996,72590,56568,0
AB735,01/11/1996,48662,36050,2586
BR772,01/11/1996,57083,57744,0
BR264,01/11/1996,23330,23586,0
TF172,01/11/1996,19342,19725,164
TR382,01/11/1996,74810,49775,607
TF267,01/11/1996,26338,15149,0
ON120,01/11/1996,110662,56044,0
AB344,01/11/1996,27272,24061,0
CC653,01/11/1996,21805,19602,321
DS773,01/11/1996,14159,14859,0
YP534,01/11/1996,30690,19265,161
ON369,01/11/1996,34100,32600,459
RK539,01/11/1996,17844,23530,0
YP181,01/11/1996,53948,51227,5098
YP821,01/11/1996,5937,5797,391
TR331,01/11/1996,38256,21574,0
DS241,01/11/1996,29262,34121,93
DS416,01/11/1996,39934,32338,352
TF335,01/11/1996,47790,38083,956
CC398,01/11/1996,18281,16873,98
ON231,01/11/1996,16189,20096,0
TF740,01/11/1996,33170,23680,589
AB460,01/11/1996,35606,21230,169
TR336,01/11/1996,27949,22795,0
TR400,01/11/1996,15052,14715,1910
YP467,01/11/1996,26255,23774,0
ON397,01/11/1996,35151,27103,667
BR264,01/11/1996,11242,12731,0
BR430,01/11/1996,10725,6298,148
TF149,01/11/1996,24009,28190,56
ON765,01/11/1996,37338,30165,0
YP821,01/11/1996,9626,6671,522
RK514,01/11/1996,55915,48750,67
RK539,01/11/1996,46272,24989,0
TF335,01/11/1996,65751,39633,0
ON893,01/11/1996,12566,8999,58
BR254,01/11/1996,24230,16960,39
TR516,01/11/1996,16510,22121,136
RK403,01/11/1996,69836,54137,3045
RK301,01/11/1996,23957,23981,0
TR791,01/11/1996,21395,19935,84
TF267,01/11/1996,18371,13434,4622
AB388,01/11/1996,32922,23436,899
DS698,01/11/1996,1205,1323,12
TR455,01/11/1996,11336,8935,126
AB590,01/11/1996,60785,51690,6950
CC479,01/11/1996,25287,22601,2619
AB388,01/11/1996,31033,16282,708
DS652,01/11/1996,42912,30809,0
BR832,01/11/1996,36879,19491,0
YP412,01/11/1996,31068,27672,0
RK153,01/11/1996,22306,15892,0
ON804,01/11/1996,32462,26327,237
ON397,01/11/1996,20760,18087,0
CC782,01/11/1996,13764,7763,966
ON506,01/11/1996,45849,40741,0
BR819,01/11/1996,30997,18266,0
ON820,01/11/1996,23767,22325,91
TF611,01/11/1996,27323,18179,45
DS241,01/11/1996,55731,47843,0
AB735,01/11/1996,31741,16776,1568
AB560,01/11/1996,32827,28508,0
ON231,01/11/1996,24593,23349,0
CC479,01/11/1996,24415,22938,0
YP220,01/11/1996,46286,37999,0
BR710,01/11/1996,8176,6132,2824
AB257,01/12/1996,16611,10157,18
ON765,01/12/1996,60502,49705,0
YP220,01/12/1996,55222,39949,0
DS241,01/12/1996,89707,84125,0
CC891,01/12/1996,49396,43353,720
CC872,01/12/1996,25122,22139,0
BR710,01/12/1996,599,449,205
RK301,01/12/1996,28549,18864,0
RK514,01/12/1996,81637,86174,135
ON397,01/12/1996,44038,38618,0
DS773,01/12/1996,20237,17084,0
TF407,01/12/1996,57709,45355,33
TF149,01/12/1996,40751,35206,119
CC310,01/12/1996,35784,34518,13253
YP412,01/12/1996,44645,30231,0
RK114,01/12/1996,38739,24529,0
TF695,01/12/1996,40093,29315,0
TF267,01/12/1996,19156,13393,5416
